Location (Kuala Lumpur),Rooms,Bathrooms,Car Parks,Property Type,Furnishing,Property Details,Size Type,Size Number (sq. ft.),Price Range
cheras,2,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,987.0,Low
sri petaling,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,850.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1076.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,1067.0,Low
cheras,3,3.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,820.0,Low
bukit jalil,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,775.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1067.0,Low
cheras,2,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,975.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,820.0,Low
jalan klang lama (old klang road),2,1.0,1.0,Condominium,Fully Furnished,Corner,Built-up,750.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Land area,755.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,755.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,810.0,Low
cheras,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,820.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,988.0,Low
jalan klang lama (old klang road),2,1.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,752.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1070.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1067.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1067.0,Low
jalan klang lama (old klang road),2,1.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,752.0,Low
jalan klang lama (old klang road),2,1.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,752.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1067.0,Low
jalan klang lama (old klang road),3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,926.0,Low
cheras,3,2.0,2.0,Condominium,Unknown,Intermediate,Built-up,947.0,Low
cheras,3,2.0,2.0,Condominium,Unknown,Intermediate,Built-up,947.0,Low
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,947.0,Low
jalan kuching,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1024.0,Low
cheras,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1020.0,Low
jalan kuching,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1024.0,Low
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,941.0,Low
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,820.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,820.0,Low
batu caves,3,2.0,1.0,Condominium,Partly Furnished,EndLot,Built-up,870.0,Low
batu caves,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,870.0,Low
kepong,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1010.0,Low
jalan kuching,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,860.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,810.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,969.0,Low
cheras,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1100.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,967.0,Low
bukit jalil,2,1.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,775.0,Low
jalan kuching,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1024.0,Low
cheras,4,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,903.0,Low
bukit jalil,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,775.0,Low
desa petaling,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,886.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,988.0,Low
cheras,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,970.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1030.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,EndLot,Built-up,1065.0,Low
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,950.0,Low
taman desa,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,755.0,Low
cheras,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,970.0,Low
jalan kuching,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1024.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1142.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,820.0,Low
jalan kuching,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Land area,1024.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,969.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,987.0,Low
cheras,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,950.0,Low
sentul,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,877.0,Low
sentul,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,877.0,Low
taman desa,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,720.0,Low
kuchai lama,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1132.0,Low
sri petaling,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,888.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1067.0,Low
taman desa,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,714.0,Low
sentul,4,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1180.0,Low
sri petaling,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,850.0,Low
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,950.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,900.0,Low
setapak,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1207.0,Low
bukit jalil,2,1.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,775.0,Low
bukit jalil,2,1.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,775.0,Low
jalan kuching,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1202.0,Low
jalan kuching,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1202.0,Low
cheras,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,806.0,Low
sentul,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,877.0,Low
cheras,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,900.0,Low
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,755.0,Low
cheras,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,903.0,Low
bukit jalil,2,1.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,775.0,Low
jalan kuching,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1064.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,903.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,906.0,Low
bukit jalil,2,1.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,775.0,Low
jalan kuching,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1064.0,Low
jalan kuching,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1024.0,Low
jalan klang lama (old klang road),2,1.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,752.0,Low
kuchai lama,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1067.0,Low
bukit jalil,2,1.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,753.0,Low
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Land area,1075.0,Low
desa petaling,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,956.0,Low
kuchai lama,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1062.0,Low
setapak,3,2.0,2.0,Condominium,Unfurnished,Corner,Built-up,800.0,Low
jalan kuching,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1024.0,Low
jalan ipoh,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,908.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,EndLot,Built-up,960.0,Low
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,967.0,Low
cheras,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,987.0,Low
kuchai lama,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1069.0,Low
kuchai lama,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1067.0,Low
kuchai lama,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1067.0,Low
setapak,3,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,1000.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,959.0,Low
sentul,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1083.0,Low
cheras,4,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,903.0,Low
cheras,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,967.0,Low
desa petaling,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,886.0,Low
jalan klang lama (old klang road),3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,926.0,Low
cheras,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1101.0,Low
sentul,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,889.0,Low
setapak,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,845.0,Low
sentul,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,877.0,Low
kepong,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,808.0,Low
sentul,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,877.0,Low
sentul,3,2.0,1.0,Condominium,Fully Furnished,EndLot,Built-up,877.0,Low
sentul,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,877.0,Low
setapak,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,845.0,Low
jalan klang lama (old klang road),2,1.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,745.0,Low
sentul,3,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,889.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,967.0,Low
batu caves,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,860.0,Low
kepong,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1010.0,Low
cheras,4,2.0,1.0,Condominium,Unfurnished,Intermediate,Land area,967.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,806.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Corner,Land area,1075.0,Low
kuchai lama,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1067.0,Low
setapak,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,928.0,Low
jalan klang lama (old klang road),2,1.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,745.0,Low
cheras,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,970.0,Low
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,950.0,Low
jalan kuching,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1202.0,Low
setapak,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,930.0,Low
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Land area,950.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1111.0,Low
cheras,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,936.0,Low
cheras,4,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,861.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,950.0,Low
desa petaling,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,956.0,Low
wangsa maju,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,926.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,810.0,Low
jalan kuching,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,869.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,861.0,Low
setapak,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,653.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,950.0,Low
jalan kuching,2,1.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,684.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,EndLot,Built-up,960.0,Low
setapak,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,947.0,Low
sri petaling,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1076.0,Low
setapak,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,931.0,Low
taman desa,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,714.0,Low
jalan klang lama (old klang road),2,1.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,750.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1111.0,Low
desa petaling,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Land area,1009.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1100.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1111.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,941.0,Low
desa petaling,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Land area,1009.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1067.0,Low
cheras,2,2.0,1.0,Condominium,Unfurnished,Intermediate,Land area,970.0,Low
setapak,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,927.0,Low
sungai besi,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,800.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,980.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,EndLot,Built-up,1067.0,Low
setapak,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,924.0,Low
sentul,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,1087.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1111.0,Low
cheras,4,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,903.0,Low
sungai besi,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Land area,800.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,987.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,960.0,Low
setapak,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,911.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,850.0,Low
jalan kuching,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1024.0,Low
jalan kuching,2,1.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,648.0,Low
kuchai lama,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1067.0,Low
batu caves,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1100.0,Low
jalan kuching,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1024.0,Low
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1010.0,Low
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,932.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,950.0,Low
setapak,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Land area,940.0,Low
wangsa maju,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,923.0,Low
taman desa,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,790.0,Low
cheras,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1100.0,Low
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,942.0,Low
jalan klang lama (old klang road),2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,780.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1067.0,Low
taman desa,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,714.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,950.0,Low
sri petaling,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,844.0,Low
desa petaling,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Land area,1009.0,Low
setapak,3,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,947.0,Low
jalan klang lama (old klang road),4,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,950.0,Low
kuchai lama,3,2.0,1.0,Condominium,Fully Furnished,Corner,Built-up,969.0,Low
jalan klang lama (old klang road),2,1.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,800.0,Low
sri petaling,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,888.0,Low
cheras,4,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,861.0,Low
jalan klang lama (old klang road),2,1.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,752.0,Low
cheras,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,903.0,Low
setapak,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,930.0,Low
kepong,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,808.0,Low
sentul,4,2.0,1.0,Condominium,Unfurnished,Intermediate,Land area,1083.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,960.0,Low
setapak,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1150.0,Low
taman desa,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,714.0,Low
jalan kuching,3,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,1202.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,950.0,Low
sri petaling,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,888.0,Low
cheras,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,975.0,Low
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,926.0,Low
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1000.0,Low
sri petaling,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1100.0,Low
kepong,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,853.0,Low
jalan kuching,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1024.0,Low
cheras,4,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,903.0,Low
sungai besi,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,800.0,Low
cheras,4,2.0,1.0,Condominium,Unfurnished,Intermediate,Land area,903.0,Low
jalan kuching,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1025.0,Low
jalan kuching,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1024.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,806.0,Low
desa petaling,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,956.0,Low
sri petaling,2,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,855.0,Low
sri petaling,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,850.0,Low
desa petaling,3,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,1100.0,Low
desa petaling,3,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,1050.0,Low
setapak,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,931.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,980.0,Low
bandar menjalara,4,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,982.0,Low
cheras,4,2.0,1.0,Condominium,Partly Furnished,Corner,Land area,903.0,Low
cheras,4,2.0,1.0,Condominium,Partly Furnished,Corner,Land area,903.0,Low
sentul,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,877.0,Low
setapak,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,940.0,Low
sri petaling,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1017.0,Low
desa petaling,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,956.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1067.0,Low
keramat,3,1.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,807.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,903.0,Low
sentul,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,877.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,853.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,980.0,Low
sentul,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,877.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,1067.0,Low
cheras,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1020.0,Low
setapak,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,927.0,Low
bandar menjalara,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,982.0,Low
sentul,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,877.0,Low
sentul,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1083.0,Low
batu caves,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,970.0,Low
jalan klang lama (old klang road),2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,981.0,Low
setapak,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,911.0,Low
setapak,3,2.0,2.0,Condominium,Unknown,Intermediate,Built-up,911.0,Low
sentul,4,3.0,2.0,Condominium,Unknown,Intermediate,Built-up,1507.0,Low
jalan kuching,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Land area,1938.0,Low
sri petaling,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,850.0,Low
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1109.0,Low
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1109.0,Low
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,947.0,Low
sri petaling,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,850.0,Low
cheras,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Land area,755.0,Low
kepong,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,818.0,Low
desa petaling,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,728.0,Low
jalan ipoh,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1033.0,Low
sungai besi,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,800.0,Low
cheras,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,861.0,Low
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,932.0,Low
kuchai lama,3,2.0,1.0,Condominium,Partly Furnished,Corner,Land area,1126.0,Low
